	Source 1	Source 2	Source 3	Source 4	Source 5	Source Sum
Page 2137	6116	8565	4698	1682	4040	25101
Page 3633	8212	7723	5311	1146	2709	25101
Page 4417	7530	6638	2281	7827	826	25102
Page 4159	2216	9843	5526	2617	4901	25103
Page 7446	9193	4233	2401	8631	647	25105
Page 6774	1192	8989	1136	6881	6909	25107
Page 3428	8300	3947	1028	9862	1970	25107
Page 8463	7290	6746	5065	2065	3944	25110
Page 4387	7262	2111	749	4992	9999	25113
Page 7205	465	8278	2216	6090	8069	25118
Page 460	8079	2970	9309	799	3961	25118
Page 7516	8125	475	2971	9631	3916	25118
Page 3007	307	8495	6472	4489	5355	25118
Page 9675	5086	488	6042	7375	6129	25120
Page 7029	2181	9140	2248	9220	2331	25120
Page 5077	1055	9540	9866	4637	23	25121
Page 2453	9437	3221	8292	2227	1946	25123
Page 9104	6661	2180	9240	5718	1324	25123
Page 3716	8851	7838	2279	5219	939	25126
Page 2508	2378	296	3341	9810	9304	25129
Page 9938	9709	8997	2440	443	3543	25132
Page 1703	2421	4700	8546	8960	506	25133
Page 889	4821	7702	7815	2633	2162	25133
Page 9770	6519	4801	2865	6137	4813	25135
Page 2409	6871	5229	9768	1677	1595	25140
Page 3700	9573	4945	384	3124	7114	25140
Page 5408	7095	245	9755	1747	6300	25142
Page 3728	9289	1707	1296	7750	5100	25142
Page 6154	4645	1833	7320	2304	9041	25143
Page 3742	5961	1957	7464	523	9239	25144
Page 4507	5961	237	1231	9134	8584	25147
Page 4044	3866	6666	1278	6849	6488	25147
Page 2396	5547	3569	9566	4755	1713	25150
Page 8166	9508	5574	2860	4137	3073	25152
Page 4769	5569	6100	2792	1054	9637	25152
Page 783	5261	8449	4810	3032	3602	25154
Page 1049	8360	9080	1431	2586	3698	25155
Page 6655	6245	5631	9283	2760	1238	25157
Page 3250	4844	3175	8858	128	8153	25158
Page 2313	3896	1671	6279	6104	7210	25160
Page 6705	9338	9722	339	989	4773	25161
Page 6695	5945	6989	6283	3095	2850	25162
Page 3904	7699	3358	3928	1261	8917	25163
Page 430	5680	4646	5805	7259	1775	25165
Page 9047	9611	1661	1599	6321	5974	25166
Page 4237	1215	4655	6862	5144	7292	25168
Page 9677	4584	4531	3141	8162	4757	25175
Page 4961	2	6936	8956	6198	3084	25176
Page 7550	9311	6154	7977	398	1337	25177
Page 9472	8706	2570	415	4542	8946	25179
Page 9157	9364	4389	7575	413	3438	25179
Page 9380	3945	9883	4507	911	5934	25180
Page 7552	4895	5130	6566	6592	2000	25183
Page 6190	6670	3811	6770	7843	90	25184
Page 3022	5200	5449	3995	4970	5571	25185
Page 4938	7024	5309	3842	5521	3492	25188
Page 5934	7389	3468	7731	6036	566	25190
Page 5292	2679	7632	5593	366	8920	25190
Page 2684	182	6857	8556	2651	6945	25191
Page 9753	9086	2974	1816	9809	1507	25192
Page 5732	6546	7672	6549	3694	734	25195
Page 6923	8906	5077	7254	2874	1088	25199
Page 4383	7376	7249	1721	4057	4800	25203
Page 8846	5919	1985	2958	6260	8082	25204
Page 4859	4340	5012	1265	9986	4602	25205
Page 104	4562	3093	3692	7110	6752	25209
Page 1070	3130	3370	7655	9720	1340	25215
Page 8804	4929	6438	9334	726	3789	25216
Page 2773	4475	7669	6043	1385	5645	25217
Page 9820	5187	1435	5790	4516	8290	25218
Page 8117	1755	1496	9935	5077	6962	25225
Page 3517	7606	753	2069	8958	5841	25227
Page 1844	5878	7298	3494	3289	5269	25228
Page 107	9206	2438	4700	4890	3994	25228
Page 9250	2204	3488	9657	450	9431	25230
Page 9263	3953	9027	7578	2705	1968	25231
Page 7503	6232	7278	7832	2909	981	25232
Page 1329	8277	7786	955	455	7761	25234
Page 1497	1539	3018	7888	9119	3671	25235
Page 4722	77	5732	9706	6601	3121	25237
Page 2320	4730	745	6455	6951	6358	25239
Page 4223	4982	9689	896	9444	228	25239
Page 9751	5352	2719	8386	1606	7178	25241
Page 723	6352	356	6047	6683	5803	25241
Page 5668	3661	7603	888	6694	6396	25242
Page 3367	9594	236	1828	8927	4659	25244
Page 3644	3166	5081	4853	7306	4840	25246
Page 4369	6332	7694	3654	6477	1094	25251
Page 6792	8937	4183	2561	4960	4614	25255
Page 1121	4429	8858	4296	6444	1229	25256
Page 9973	6222	7372	2365	6964	2334	25257
Page 8772	5272	1025	7609	3461	7892	25259
Page 9965	1798	4587	7691	8143	3041	25260
Page 4594	4387	9418	9303	2094	64	25266
Page 7885	811	4155	8290	3992	8021	25269
Page 6248	5441	4524	4481	8727	2097	25270
Page 6290	352	3281	8499	5196	7943	25271
Page 8147	967	7574	5515	1313	9905	25274
Page 1406	4982	2646	4769	4897	7981	25275
Page 5724	294	9280	8736	3989	2976	25275
Page 8133	858	6763	5692	6689	5275	25277
Page 5014	8070	2322	368	8524	5994	25278
Page 2937	27	6086	8793	5894	4478	25278
Page 3090	5056	1819	8242	3099	7062	25278
Page 7407	3113	9248	8557	516	3845	25279
Page 4695	3433	9511	7784	1467	3084	25279
Page 2753	4725	2742	9723	1679	6412	25281
Page 258	5159	7236	2223	6911	3753	25282
Page 2414	810	4613	4131	6083	9647	25284
Page 9747	4966	9603	245	983	9487	25284
Page 6174	82	9129	5028	9406	1641	25286
Page 4279	5749	9438	4366	2633	3100	25286
Page 1212	5236	9585	328	4407	5730	25286
Page 2504	7648	5015	2165	642	9816	25286
Page 8388	712	2486	7164	9344	5583	25289
Page 6384	8920	1143	985	9982	4259	25289
Page 2197	3070	2125	3668	8527	7900	25290
Page 6969	5488	5027	2058	3651	9066	25290
Page 3529	1625	8456	7427	6490	1294	25292
Page 9287	955	6124	9765	2585	5864	25293
Page 730	5123	6813	8622	15	4723	25296
Page 9700	4216	6222	528	8776	5555	25297
Page 789	3959	9243	513	9689	1893	25297
Page 5877	9190	3412	2597	5488	4611	25298
Page 9733	3856	5480	7218	2548	6200	25302
Page 1759	9092	1905	6334	7621	351	25303
Page 9425	3006	775	5979	8459	7084	25303
Page 2324	8769	5209	832	7782	2712	25304
Page 7599	5588	5070	3626	9868	1153	25305
Page 4842	1653	6241	4952	4394	8069	25309
Page 5316	3250	6326	6741	7883	1113	25313
Page 9035	5515	5626	3082	1421	9675	25319
Page 66	6089	3602	6711	1840	7077	25319
Page 3706	488	5908	4570	6644	7711	25321
Page 2572	3333	5623	618	7699	8049	25322
Page 2636	7968	3306	3972	9000	1081	25327
Page 4510	5552	3880	9307	5098	1492	25329
Page 5016	268	8994	1846	5226	8998	25332
Page 3206	4915	7882	225	8829	3484	25335
Page 6642	2809	1317	7408	4556	9245	25335
Page 3989	6801	6970	3252	113	8201	25337
Page 8599	8001	3274	3858	8050	2155	25338
Page 5957	1720	3199	7715	7193	5511	25338
Page 9473	5682	7800	1081	9009	1771	25343
Page 7023	7217	6773	7998	2114	1243	25345
Page 5319	8180	7669	1725	7209	563	25346
Page 5641	3644	5116	458	9518	6611	25347
Page 84	3164	8269	8141	2467	3307	25348
Page 7127	3464	7656	466	8630	5134	25350
Page 9386	6472	1808	6389	6865	3816	25350
Page 5561	1877	1162	9386	2991	9936	25352
Page 2586	1234	7401	7534	4495	4689	25353
Page 3389	8133	2700	4375	7362	2784	25354
Page 8631	7394	323	6269	9565	1804	25355
Page 7067	238	6327	6442	7808	4540	25355
Page 1191	9234	8829	1433	5808	52	25356
Page 7470	2749	4715	4479	4521	8892	25356
Page 7159	4136	5134	1944	7469	6678	25361
Page 1037	7212	8301	6848	3	2998	25362
Page 8814	4795	2483	9287	6587	2212	25364
Page 8539	9095	6553	5543	2071	2104	25366
Page 2495	5871	2703	6528	8984	1281	25367
Page 4547	2054	6566	7045	492	9211	25368
Page 1114	6169	5195	4785	7796	1426	25371
Page 4825	7967	717	5276	8039	3373	25372
Page 6572	3999	4880	7664	1976	6853	25372
Page 1876	9642	2478	6464	2666	4124	25374
Page 8379	123	4448	8709	5961	6134	25375
Page 2544	8367	585	6815	8254	1356	25377
Page 5412	6655	4216	2701	2254	9551	25377
Page 55	2592	7383	8315	1687	5400	25377
Page 5571	1571	4153	5494	9714	4449	25381
Page 3309	6048	9867	4083	4776	608	25382
Page 4984	8086	3566	6512	4421	2801	25386
Page 4512	7127	2723	9574	1743	4220	25387
Page 7571	5668	5078	6432	4325	3889	25392
Page 1843	4169	6455	6129	3557	5086	25396
Page 5147	6205	7265	6865	2598	2464	25397
Page 9034	4166	4210	5803	4676	6544	25399
Page 7486	4003	3832	9842	4524	3199	25400
Page 9286	7445	9795	6239	477	1448	25404
Page 3750	1258	1691	5874	7957	8625	25405
Page 1055	9553	6031	1008	6020	2794	25406
Page 5463	5533	1472	9194	6127	3082	25408
Page 6922	5720	8909	846	8234	1700	25409
Page 3209	8247	7345	675	6781	2364	25412
Page 5072	631	9111	1622	6590	7459	25413
Page 2683	6734	6657	7985	3425	612	25413
Page 196	8222	7369	4376	1879	3570	25416
Page 9398	1548	5870	2857	5461	9681	25417
Page 4100	5861	4580	5546	1527	7903	25417
Page 9678	1782	677	5081	9076	8801	25417
Page 5170	370	7346	8509	1028	8165	25418
Page 3749	7424	3696	517	6654	7129	25420
Page 9506	4535	4398	7376	4629	4483	25421
Page 3639	683	8898	4498	1750	9593	25422
Page 7893	6228	5548	8544	1661	3443	25424
Page 8834	5715	4444	3214	6511	5541	25425
Page 2585	5341	6277	7916	1998	3898	25430
Page 4824	2995	8884	2134	9097	2320	25430
Page 4310	3830	9741	1028	1956	8875	25430
Page 8738	5595	3619	5736	7264	3222	25436
Page 8525	1896	3804	3445	8691	7600	25436
Page 5265	1674	4338	4075	8517	6834	25438
Page 3184	5288	6120	6986	4075	2973	25442
Page 8041	1305	7812	6070	4621	5636	25444
Page 7965	9882	1006	6486	4401	3669	25444
Page 2153	4551	2502	6827	4567	7000	25447
Page 1437	4648	7807	3869	4230	4895	25449
Page 8461	8247	2283	6795	2276	5851	25452
Page 1160	4107	7511	8218	4901	717	25454
Page 8509	4565	7534	4012	170	9174	25455
Page 931	6726	5726	675	2746	9587	25460
Page 5673	6669	3731	364	7947	6753	25464
Page 1898	5918	183	5560	5134	8671	25466
Page 2259	2151	6979	1125	6552	8662	25469
Page 89	7126	4706	1747	2176	9714	25469
Page 4974	5363	7231	1533	1374	9969	25470
Page 7217	1914	1817	3208	9674	8857	25470
Page 2704	4283	4604	6439	5846	4298	25470
Page 731	3559	2760	9123	9170	859	25471
Page 513	2643	7581	3911	9312	2027	25474
Page 8976	8647	4982	7830	2381	1634	25474
Page 1771	2768	3654	7027	8886	3140	25475
Page 1575	8751	8377	1559	3868	2922	25477
Page 4488	6549	1935	2278	7855	6861	25478
Page 3643	9440	6249	475	7319	1995	25478
Page 3744	9326	5564	4036	1545	5008	25479
Page 1302	6288	1443	5803	3734	8215	25483
Page 7851	7903	9328	30	1488	6734	25483
Page 8677	5927	6147	6150	2638	4622	25484
Page 8872	3646	3120	3201	6355	9162	25484
Page 5908	4141	5425	5330	4978	5611	25485
Page 2398	6456	5128	3459	5946	4496	25485
Page 2501	2466	4036	5692	6367	6924	25485
Page 7894	4241	7933	8416	888	4009	25487
Page 8345	8545	5906	7786	544	2707	25488
Page 6989	4200	2965	5239	3668	9422	25494
Page 3837	187	8816	4155	4315	8022	25495
Page 4274	5241	7938	565	3753	8000	25497
Page 6444	8553	7981	2638	799	5529	25500
Page 7766	6644	9355	1596	6792	1113	25500
Page 1777	1740	1657	4960	7632	9512	25501
Page 3171	8395	1837	5173	641	9459	25505
Page 4935	6636	732	8086	5252	4800	25506
Page 3177	6648	2280	8378	7455	750	25511
Page 1100	9025	1554	1652	9213	4071	25515
Page 3041	4876	4713	4481	3615	7830	25515
Page 5902	4263	1065	9968	2884	7336	25516
Page 6488	9972	1862	5237	4450	3996	25517
Page 4414	5731	8098	8557	795	2336	25517
Page 7344	2284	5812	5764	7876	3782	25518
Page 9314	5525	8376	5690	2753	3176	25520
Page 9266	7445	6898	3368	5350	2460	25521
Page 2589	4074	8063	4146	7851	1391	25525
Page 5942	7768	3864	4665	150	9078	25525
Page 4234	3750	9293	2609	7192	2685	25529
Page 6999	8502	886	6332	7162	2648	25530
Page 4385	5621	7410	3827	3562	5110	25530
Page 9243	1505	6798	870	6950	9409	25532
Page 4030	5617	8982	3720	7036	179	25534
Page 7227	5588	2214	6501	7986	3246	25535
Page 2250	5416	7022	8265	3325	1507	25535
Page 3104	425	5582	905	9337	9287	25536
Page 3792	6205	9741	910	245	8436	25537
Page 1980	8117	3478	4847	3757	5339	25538
Page 4221	9244	9637	739	1731	4189	25540
Page 2815	1871	9693	3025	4041	6914	25544
Page 3718	9625	3043	5700	6417	760	25545
Page 8874	8396	7499	1932	2064	5655	25546
Page 3200	8253	2134	3429	5516	6219	25551
Page 2212	4678	5226	3740	5828	6079	25551
Page 6907	3379	7353	4267	9377	1181	25557
Page 6911	3096	2458	9516	5432	5058	25560
Page 4412	3297	9053	326	6287	6599	25562
Page 3775	958	7933	6515	1018	9138	25562
Page 8282	9442	4916	8405	205	2594	25562
Page 788	603	9528	4283	3067	8082	25563
Page 2271	9305	5687	855	9437	283	25567
Page 6369	1142	8069	439	7297	8620	25567
Page 2376	7585	9766	4881	2876	460	25568
Page 9759	3773	7108	5837	897	7954	25569
Page 2387	7221	19	7022	5482	5825	25569
Page 3751	7645	5925	2493	1693	7813	25569
Page 545	7171	8852	6978	1056	1514	25571
Page 697	5147	7674	2419	2498	7833	25571
Page 1166	7289	4509	3137	1308	9329	25572
Page 7333	7314	2665	5382	7725	2487	25573
Page 583	8190	831	5066	7846	3642	25575
Page 1540	8722	5747	3586	189	7331	25575
Page 1689	3839	7495	6222	675	7347	25578
Page 3380	8178	3276	5662	1257	7210	25583
Page 2570	3667	7963	5153	3444	5359	25586
Page 5936	9872	253	1577	5935	7949	25586
Page 1118	816	1745	9318	6127	7580	25586
Page 9590	4821	4708	9576	957	5524	25586
Page 5766	9086	3616	5723	422	6740	25587
Page 1500	5157	5096	9702	1761	3874	25590
Page 9505	1830	9860	233	3890	9780	25593
Page 1907	2848	8268	7231	6159	1088	25594
Page 5782	4759	452	9808	8010	2570	25599
Page 637	6011	4954	1361	5942	7331	25599
Page 2820	3296	4806	652	9810	7042	25606
Page 3030	9353	2068	3425	981	9779	25606
Page 8533	5159	4703	1535	6184	8029	25610
Page 9764	921	8975	9965	1471	4279	25611
Page 8732	1867	8121	8638	3439	3550	25615
Page 9252	8144	6497	1526	919	8529	25615
Page 6010	8888	2057	1634	9446	3591	25616
Page 6920	7476	477	2749	7507	7408	25617
Page 9302	3366	3137	9469	1403	8242	25617
Page 4208	5641	2780	1136	8664	7397	25618
Page 7164	506	8556	6907	1697	7952	25618
Page 8409	6839	1301	3949	7272	6258	25619
Page 8084	7490	6448	1885	8689	1111	25623
Page 4101	562	6884	6552	5015	6610	25623
Page 9991	4540	4273	847	8480	7484	25624
Page 3226	3827	5787	9413	3516	3082	25625
Page 4620	3641	3799	9663	8436	91	25630
Page 873	8732	4679	1252	8778	2189	25630
Page 6163	4153	901	9487	1250	9840	25631
Page 6872	3540	8012	7632	3426	3031	25641
Page 2575	8078	2054	5717	2208	7584	25641
Page 5004	2508	465	7150	8467	7051	25641
Page 8643	8132	1084	4475	2711	9244	25646
Page 82	6905	2824	3649	2306	9962	25646
Page 8024	3660	8450	1955	7813	3768	25646
Page 9841	4383	3576	603	8532	8555	25649
Page 4658	1329	9775	395	7940	6211	25650
Page 940	5487	6103	3839	4236	5986	25651
Page 6236	1095	4607	3386	8081	8484	25653
Page 6438	7323	7026	4363	3556	3388	25656
Page 8615	6889	4120	268	7916	6465	25658
Page 5553	8916	8619	5287	503	2334	25659
Page 3216	1443	5307	8209	9742	959	25660
Page 6805	8056	9128	2234	1248	4997	25663
Page 4153	5551	2785	6394	3948	6986	25664
Page 4433	7598	1575	5222	2981	8290	25666
Page 3025	1914	5064	5334	9189	4166	25667
Page 9844	2211	4359	8950	3299	6849	25668
Page 5350	8106	1297	3667	4120	8478	25668
Page 666	9996	5153	9406	626	487	25668
Page 5859	4061	188	7408	9055	4957	25669
Page 7864	6371	8408	1262	4317	5312	25670
Page 9362	6543	6163	1578	9928	1459	25671
Page 4541	3193	8660	5437	4471	3910	25671
Page 8121	4165	571	3954	9546	7437	25673
Page 9654	1472	7559	8554	7510	582	25677
Page 653	476	9613	4617	6173	4799	25678
Page 8781	721	2038	9780	7384	5758	25681
Page 6330	6472	4533	1254	9838	3585	25682
Page 7569	6980	1364	3296	9456	4586	25682
Page 415	6116	8319	2734	2930	5585	25684
Page 6567	9202	5004	4182	6143	1155	25686
Page 6662	5630	8282	5544	1225	5005	25686
Page 4137	9987	9066	1658	3236	1741	25688
Page 2221	5549	858	9006	2460	7817	25690
Page 2394	8711	6134	1130	4642	5076	25693
Page 4747	2076	464	5422	8142	9589	25693
Page 5867	9812	2995	7403	4363	1121	25694
Page 5372	4123	7027	8591	4309	1645	25695
Page 7610	7145	1882	8160	5583	2930	25700
Page 5307	8854	6915	1021	1961	6949	25700
Page 7249	4269	3930	7822	8669	1016	25706
Page 332	5937	2655	9216	2569	5332	25709
Page 6184	9990	960	6091	4490	4178	25709
Page 744	3103	6406	1829	8404	5968	25710
Page 2687	8215	546	8679	4925	3346	25711
Page 6207	7458	7801	3228	258	6966	25711
Page 8359	9531	3335	7407	2189	3251	25713
Page 92	8003	1278	7532	898	8002	25713
Page 8275	202	7101	9793	1085	7536	25717
Page 2417	1016	3809	3267	8237	9388	25717
Page 2766	4731	1142	5240	6172	8434	25719
Page 3035	5133	284	5115	5333	9856	25721
Page 8763	9127	839	3743	7544	4468	25721
Page 3085	964	5333	5025	4743	9658	25723
Page 391	9322	1023	6139	6715	2528	25727
Page 6481	4143	9174	2625	7405	2380	25727
Page 7357	4229	8116	2647	4388	6347	25727
Page 881	7474	9159	8138	825	132	25728
Page 7932	8791	3999	2813	6113	4012	25728
Page 3667	5289	164	4343	9356	6581	25733
Page 450	4284	6878	5659	7876	1039	25736
Page 1062	29	8388	8704	8328	289	25738
Page 4965	7662	487	9700	5558	2332	25739
Page 2243	4399	4477	6645	9646	574	25741
Page 9383	9864	7934	323	1491	6130	25742
Page 7280	1724	4794	2478	8304	8444	25744
Page 712	8347	1614	6287	8564	937	25749
Page 3347	8310	3954	1948	7954	3585	25751
Page 1824	3789	7170	4425	2389	7980	25753
Page 8065	7785	9425	3524	230	4791	25755
Page 2095	652	6222	9739	3100	6044	25757
Page 1405	4562	2500	5084	8119	5492	25757
Page 5768	9445	3055	2958	5887	4413	25758
Page 1504	9140	1943	9025	3597	2053	25758
Page 9582	7099	9043	1994	3811	3813	25760
Page 8213	6375	937	8829	7018	2602	25761
Page 4462	4589	3855	4579	6369	6369	25761
Page 8742	2140	4963	9390	5839	3430	25762
Page 2677	1088	4778	4128	8264	7507	25765
Page 7087	228	6010	6979	3968	8582	25767
Page 2789	2703	7501	5206	7829	2528	25767
Page 9492	9042	7209	1017	2189	6310	25767
Page 1883	2311	8000	5271	3960	6226	25768
Page 4902	7095	9532	684	2653	5804	25768
Page 2122	4510	3469	3510	6452	7828	25769
Page 9091	6312	4831	6275	4991	3360	25769
Page 1258	7536	1174	5711	4422	6926	25769
Page 1941	5072	2558	7042	8644	2454	25770
Page 4962	2872	8687	6498	7481	233	25771
Page 9422	812	4314	3372	9947	7327	25772
Page 8701	1567	5089	1254	9714	8148	25772
Page 1353	3143	3682	5736	5353	7858	25772
Page 4395	5023	6191	7390	4746	2429	25779
Page 1291	695	4893	7332	8621	4241	25782
Page 8056	568	3649	4362	9651	7552	25782
Page 3320	6500	8529	6417	409	3928	25783
Page 7194	2549	2332	8375	6207	6323	25786
Page 4119	9704	8471	5433	781	1399	25788
Page 7955	3743	3808	2610	8941	6687	25789
Page 6001	516	4583	3951	8381	8359	25790
Page 2672	4491	5772	4363	9564	1601	25791
Page 6310	9127	4870	2626	4555	4614	25792
Page 3972	4022	5474	4568	3689	8040	25793
Page 1147	8810	4651	8143	516	3674	25794
Page 523	997	8783	8753	3765	3498	25796
Page 4985	6127	5053	5962	7744	916	25802
Page 1099	5119	4501	9049	3026	4107	25802
Page 7422	7280	8567	1598	4654	3703	25802
Page 8381	429	1122	9631	4979	9642	25803
Page 7937	2955	6923	8847	1181	5897	25803
Page 5203	8729	2397	6081	728	7872	25807
Page 1152	8719	7458	7177	2347	106	25807
Page 106	6694	7126	3622	7215	1150	25807
Page 5872	5024	7707	1210	8679	3188	25808
Page 7513	1223	3640	5908	7562	7476	25809
Page 892	1154	7990	3300	7808	5558	25810
Page 4793	3331	7393	4931	6097	4060	25812
Page 3452	1762	9342	4575	176	9958	25813
Page 5232	2164	4787	4910	4257	9696	25814
Page 3854	4206	8374	657	9708	2870	25815
Page 9967	1612	6970	8872	3006	5355	25815
Page 6776	133	4306	8779	8243	4356	25817
Page 7015	4125	8224	5917	1853	5699	25818
Page 5144	2259	9296	7098	370	6796	25819
Page 4368	3331	8128	5254	7910	1197	25820
Page 2533	5822	6442	2661	5486	5409	25820
Page 7555	7209	8168	9484	300	661	25822
Page 3846	414	2970	8614	5757	8069	25824
Page 8932	7754	7988	7021	1283	1780	25826
Page 966	1781	178	9088	8477	6303	25827
Page 943	7785	127	5848	4284	7787	25831
Page 27	2938	6966	9225	5324	1380	25833
Page 6202	1994	6465	4535	9954	2888	25836
Page 6876	9120	704	5531	3840	6642	25837
Page 6463	1652	8044	6579	6457	3105	25837
Page 6281	8538	449	9844	1366	5642	25839
Page 1615	9550	6075	1494	7790	931	25840
Page 1708	37	7818	7981	3630	6376	25842
Page 303	9512	9656	3665	1620	1389	25842
Page 6166	231	4083	9584	4706	7239	25843
Page 7085	6527	3810	7100	229	8179	25845
Page 1449	9135	4062	4286	2695	5668	25846
Page 3211	6518	9425	1171	4421	4311	25846
Page 8767	9149	718	5596	9398	991	25852
Page 2719	3258	9812	4576	4236	3972	25854
Page 8787	9696	3378	4824	1016	6940	25854
Page 5500	4997	9244	2221	201	9198	25861
Page 3290	2884	4500	2043	8359	8076	25862
Page 5658	3855	8112	1852	3220	8825	25864
Page 2288	6248	3979	2379	8587	4674	25867
Page 5074	9589	3585	1717	1763	9214	25868
Page 8961	7194	3815	7852	867	6141	25869
Page 5056	4969	6529	2720	2971	8680	25869
Page 3245	2500	4212	3762	5446	9951	25871
Page 5829	6576	174	8948	2648	7527	25873
Page 5733	7532	6753	2904	7073	1613	25875
Page 4762	8426	8019	6956	317	2158	25876
Page 2842	9665	1175	6726	4737	3575	25878
Page 5831	6139	3120	6992	1362	8268	25881
Page 9082	5565	2055	7710	5176	5377	25883
Page 2411	7183	2443	5521	5405	5332	25884
Page 6325	7599	3064	2729	5493	6999	25884
Page 7781	4311	5649	1064	6545	8316	25885
Page 4582	6417	4812	5420	7584	1658	25891
Page 1782	5687	37	9443	7473	3251	25891
Page 2952	7772	3423	1704	8905	4087	25891
Page 1988	8480	5557	6111	1308	4437	25893
Page 145	8046	4801	7134	3999	1914	25894
Page 37	7815	894	8873	2358	5955	25895
Page 2620	691	2683	4954	9043	8530	25901
Page 492	3836	6019	8445	3397	4205	25902
Page 9371	3904	9866	1214	2264	8655	25903
Page 1024	5749	5109	4813	4554	5680	25905
Page 9467	2850	4614	5944	9684	2814	25906
Page 2117	8935	9358	3427	391	3795	25906
Page 9910	4153	7535	6156	5547	2515	25906
Page 1240	2385	8116	3196	5426	6785	25908
Page 1159	8020	5424	6640	3391	2434	25909
Page 5239	9394	1555	6347	5680	2935	25911
Page 860	957	8247	6553	6241	3913	25911
Page 6013	7746	4070	8110	1674	4314	25914
Page 7975	5380	6165	1665	7955	4751	25916
Page 6527	8178	6058	679	5095	5909	25919
Page 352	5028	7956	4784	4710	3444	25922
Page 5158	6187	8476	5675	4300	1284	25922
Page 6414	1446	4848	6035	7630	5966	25925
Page 4913	8201	8731	846	7612	536	25926
Page 346	3245	3197	5485	4644	9355	25926
Page 3287	2176	5761	8552	989	8449	25927
Page 4219	1507	6463	4957	8879	4123	25929
Page 1524	2560	3596	7016	9730	3028	25930
Page 3458	2254	7439	2330	5023	8887	25933
Page 3288	671	3013	7102	6035	9114	25935
Page 6686	3417	6030	6505	411	9576	25939
Page 2477	9674	8567	4839	2526	335	25941
Page 1525	1821	7072	8272	7520	1260	25945
